ACT Symbol,Company Name
FE,FirstEnergy Corporation Common Stock
FELP,Foresight Energy LP Common Units representing Limited Partner Interests
FENG,"Phoenix New Media Limited American Depositary Shares, each representing 8 Class A ordinary shares."
FET,"Forum Energy Technologies, Inc. Common Stock"
FF,FutureFuel Corp.  Common shares
FFG,"FBL Financial Group, Inc. Common Stock"
FGL,Fidelity & Guaranty Life Common Stock
FGP,"Ferrellgas Partners, L.P. Common Stock"
FHN,First Horizon National Corporation Common Stock
FHN$A,First Horizon National Corporation Depositary Shares
FI,Frank's International N.V. Common Stock
FICO,Fair Isaac Corproation Common Stock
FIG,Fortress Investment Group LLC Class A Common Stock
FII,"Federated Investors, Inc. Common Stock"
FIS,"Fidelity National Information Services, Inc. Common Stock"
FIT,"Fitbit, Inc. Class A Common Stock"
FIX,"Comfort Systems USA, Inc. Common Stock"
FL,"Foot Locker, Inc."
FLO,"Flowers Foods, Inc. Common Stock"
FLOW,"SPX FLOW, Inc. Common Stock"
FLR,Fluor Corporation Common Stock
FLS,Flowserve Corporation Common Stock
FLT,"FleetCor Technologies, Inc. Common Stock"
FLY,Fly Leasing Limited
FMC,FMC Corporation Common Stock
FMS,Fresenius Medical Care AG Common Stock
FMSA,Fairmount Santrol Holdings Inc. Common Stock
FMX,Fomento Economico Mexicano S.A.B. de C.V. Common Stock
FN,Fabrinet Ordinary Shares
FNB,F.N.B. Corporation Common Stock
FNB$E,"F.N.B. Corporation Depositary Shares, each representing a 1/40th interest in a share of Fixed"
FNF,"FNF Group of Fidelity National Financial, Inc. Common Stock"
FNFV,"FNFV Group of Fidelity National Financial, Inc. Common Stock"
FNV,Franco
FOE,Ferro Corporation Common Stock
FOF,Cohen & Steers Closed
FOR,Forestar Group Inc Common Stock
FPI,Farmland Partners Inc. Common Stock
FPO,First Potomac Realty Trust Common Shares of Beneficial Interest
FR,"First Industrial Realty Trust, Inc. Common Stock"
FRAC,"Keane Group, Inc. Common Stock"
FRC,FIRST REPUBLIC BANK Common Stock
FRC$B,First Republic Bank Depositary Shares Representing 1/40th Perpetual Preferred Series B
FRC$C,FIRST REPUBLIC BANK Dep Shs Repstg 1/40th Perp Pfd Ser C
FRC$D,First Republic Bank San Francisco California Depositary Shares Representing 1/40th Perpetual Preferred Series D
FRC$E,FIRST REPUBLIC BANK Depositary Shs Repstg 1/40th Perp Pfd Ser E Fixed To Fltg (RATE)
FRC$F,"FIRST REPUBLIC BANK Depositary Shares, each representing a 1/40th interest in a share of 5.70% Noncumulative Perpetual Series F Preferred Stock"
FRC$G,"FIRST REPUBLIC BANK Depositary Shares, each representing a 1/40th interest in a share of 5.50% Noncumulative Perpetual Series G Preferred Stock"
FRO,Frontline Ltd. Ordinary Shares
FRT,Federal Realty Investment Trust Common Stock
FSB,"Franklin Financial Network, Inc. Common Stock"
FSCE,Fifth Street Finance Corp. 5.875% Senior Notes due 2024
FSIC,FS Investment Corporation Common Stock
FSM,Fortuna Silver Mines Inc Ordinary Shares (Canada)
FSS,Federal Signal Corporation Common Stock
FT,Franklin Universal Trust Common Stock
FTAI,Fortress Transportation and Infrastructure Investors LLC Common Shares
FTI,TechnipFMC plc Ordinary Share
FTK,"Flotek Industries, Inc. Common Stock"
FTS,Fortis Inc. Common Shares
FTV,Fortive Corporation Common Stock 
FUL,H. B. Fuller Company Common Stock
FUN,"Cedar Fair, L.P. Common Stock"
G,Genpact Limited Common Stock
GAB,"Gabelli Equity Trust, Inc. (The) Common Stock"
GAB$D,"Gabelli Equity Trust, Inc. (The) Preferred Stock Series D"
GAB$G,"Gabelli Equity Trust, Inc. (The) Series G Cumulative Preferred Stock"
GAB$H,"Gabelli Equity Trust, Inc. (The) Pfd Ser H"
GAB$J,"Gabelli Equity Trust, Inc. (The) 5.45% Series J Cumulative Preferred Stock"
GAM,"General American Investors, Inc. Common Stock"
GAM$B,"General American Investors Company, Inc. Cumulative Preferred Stock"
GATX,GATX Corporation Common Stock
GBAB,Guggenheim Taxable Municipal Managed Duration Trust Common Shares of Beneficial Interest
GBL,"Gamco Investors, Inc. Common Stock"
GBX,"Greenbrier Companies, Inc. (The) Common Stock"
GCAP,"GAIN Capital Holdings, Inc. Common Stock"
GCI,"Gannett Co., Inc. Common Stock"
GCO,Genesco Inc. Common Stock
GCP,GCP Applied Technologies Inc. Common Stock
GD,General Dynamics Corporation Common Stock
GDDY,GoDaddy Inc. Class A Common Stock
GDOT,"Green Dot Corporation Class A Common Stock, $0.001 par value"
GDV,Gabelli Dividend & Income Trust Common Shares of Beneficial Interest
GDV$A,Gabelli Dividend & Income Tr Preferred Series A
GDV$D,Gabelli Dividend Pfd Series D
GDV$G,"Gabelli Dividend 5.25% Series G Cumulative Preferred Shares, par value $0.001 per share"
GE,General Electric Company Common Stock
GEB,"General Electric Company 4.875% Notes due October 15, 2052"
GEF,Greif Inc. Class A Common Stock
GEF.B,"Greif, Inc. Corporation Class B Common Stock"
GEH,"General Electric Capital Corporation 4.876% Notes due January 29, 2053"
GEK,"General Electric Capital Corporation 4.70% Notes due May 16, 2053"
GEL,"Genesis Energy, L.P. Common Units"
GEN,"Genesis Healthcare, Inc. Common Stock"
GEO,Geo Group Inc (The) REIT
GES,"Guess?, Inc. Common Stock"
GFA,Gafisa SA Gafisa S.A. American Depositary Shares
GFF,Griffon Corporation Common Stock
GFI,Gold Fields Limited American Depositary Shares
GG,Goldcorp Inc. Common Stock
GGB,Gerdau S.A. Common Stock
GGG,Graco Inc. Common Stock
GGP,GGP Inc. Common Stock
GGP$A,GGP Inc. Preferred Series A
GGT,Gabelli Multi
GGT$B,Gabelli Multi
GGZ,Gabelli Global Small and Mid Cap Value Trust (The) Common Shares of Beneficial Interest
GGZ$A,Gabelli Global Small and Mid Cap Value Trust (The) 5.450% Series A Cumulative Preferred Shares (Liquidation Preference $25.00 per share)
GHC,Graham Holdings Company Common Stock
GHL,"Greenhill & Co., Inc. Common Stock"
GHM,Graham Corporation Common Stock
GIB,"CGI Group, Inc. Common Stock"
GIL,"Gildan Activewear, Inc. Class A Sub. Vot. Common Stock"
GIMO,Gigamon Inc. Common Stock
GIS,"General Mills, Inc. Common Stock"
GJH,Synthetic Fixed
GJO,Synthetic Fixed
GJP,Synthetic Fixed
GJR,Synthetic Fixed
GJS,"Goldman Sachs Group Securities STRATS Trust for Goldman Sachs Group Securities, Series 2006"
GJT,Synthetic Fixed
GJV,Synthetic Fixed
GKOS,Glaukos Corporation Common Stock
GLA,"GlassBridge Enterprises, Inc. Common Stock"
GLF,"GulfMark Offshore, Inc. New Common Stock"
GLOB,Globant S.A. Common Shares
GLOG,GasLog Ltd. Common Shares
GLOG$A,GasLog LP. 8.75% Series A Cumulative Redeemable Perpetual Preference Shares
GLOP,GasLog Partners LP Common Units representing limited partnership interests
GLP,Global Partners LP Global Partners LP Common Units representing Limited Partner Interests
GLT,Glatfelter Common Stock
GLW,Corning Incorporated Common Stock
GM,General Motors Company Common Stock
GM.B,General Motors Company Warrant (Expires 07/10/2019)
GME,Gamestop Corporation Common Stock
GMED,"Globus Medical, Inc. Class A Common Stock"
GMRE,Global Medical REIT Inc. Common Stock
GMS,GMS Inc. Common Stock
GMTA,GATX Corporation 5.625% Senior Notes due 2066
GNC,"GNC Holdings, Inc. Class A Common Stock"
GNE,Genie Energy Ltd. Class B Common Stock Stock
GNE$A,Genie Energy Ltd. Series 2012 
GNK,Genco Shipping & Trading Limited Ordinary Shares New (Marshall Islands)
GNL,"Global Net Lease, Inc. Common Stock"
GNRC,Generac Holdlings Inc. Common Stock
GNRT,"Gener8 Maritime, Inc. Common Shares"
GNT,"GAMCO Natural Resources, Gold & Income Trust"
GNW,Genworth Financial Inc Common Stock
GOL,Gol Linhas Aereas Inteligentes S.A. Sponsored ADR representing Pfd Shares
GOLF,Acushnet Holdings Corp. Common Stock
GOOS,Canada Goose Holdings Inc. Subordinate Voting Shares
GPC,Genuine Parts Company Common Stock
GPE$A,"Georgia Power Company Georgia Power Company 6 1/8% Series Class A Preferred Stock, Non"
GPI,"Group 1 Automotive, Inc. Common Stock"
GPK,Graphic Packaging Holding Company
GPN,Global Payments Inc. Common Stock
GPRK,Geopark Ltd Common Shares
GPS,"Gap, Inc. (The) Common Stock"
GPT,Gramercy Property Trust
GPT$A,Gramercy Property Trust Inc. 7.125% Series A Cumulative Redeemable Preferred Share
GPX,GP Strategies Corporation Common Stock
GRA,W.R. Grace & Co. Common Stock
GRAM,"Grana y Montero S.A.A. American Depositary Shares, each representing five Common Shares"
GRP.U,"Granite Real Estate Inc. Stapled Units, each consisting of one unit of Granite Real Estate Trust and one common share of Granite REIT Inc."
GRUB,GrubHub Inc. Common Stock
GRX,The Gabelli Healthcare & Wellness Trust Common Shares of Beneficial Interest
GRX$A,Gabelli Healthcare PFD SER A
GRX$B,Gabelli Healthcare Preferred Series B
GS,"Goldman Sachs Group, Inc. (The) Common Stock"
GS$A,"Goldman Sachs Group, Inc. (The) Depositary Shares each representing 1/1000th Interest in a Share of Floating Rate Non"
GS$B,"Goldman Sachs Group, Inc. (The) Depositary Share repstg 1/1000th Preferred Series B"
GS$C,"Goldman Sachs Group, Inc. (The) Depositary Share repstg 1/1000th Preferred Series C"
GS$D,"Goldman Sachs Group, Inc. (The) Dep Shs repstg 1/1000 Pfd Ser D Fltg"
GS$I,"Goldman Sachs Group, Inc. (The) Perpetual Preferred Series I"
GS$J,Goldman Sachs Group Inc Depositary Shs Repstg 1/1000th Pfd Ser J Fixed to Fltg Rate
GS$K,"Goldman Sachs Group, Inc. (The) Dep Shs Repstg 1/1000 Int Sh Fxd/Fltg Non Cum Pfd Stk Ser K"
GS$N,"Goldman Sachs Group, Inc. (The) Depositary Shares, Each Representing 1/1,000th Interest in a Share of 6.30% Non"
GSBD,"Goldman Sachs BDC, Inc. Common Stock"
GSH,Guangshen Railway Company Limited Common Stock
GSK,GlaxoSmithKline PLC Common Stock
GSL,Global Ship Lease Inc New Class A Common Shares
GSL$B,"Global Ship Lease, Inc. Depository Shares Representing 1/100th Perpetual Preferred Series B% (Marshall Island)"
GTN,"Gray Communications Systems, Inc. Common Stock"
GTN.A,"Gray Television, Inc. CLass A Common Stock"
GTS,Triple
GTT,"GTT Communications, Inc. Common Stock"
GTY,Getty Realty Corporation Common Stock
GUT,Gabelli Utility Trust (The) Common Stock
GUT$A,Gabelli Utility Trust (The) 5.625% Series A Cumulative Preferred Shares
GUT$C,Gabelli Utility Trust (The) 5.375% Series C Cumulative Preferred Shares
GVA,Granite Construction Incorporated Common Stock
GWB,"Great Western Bancorp, Inc. Common Stock"
GWR,Genesee & Wyoming Inc. Class A Common Stock
GWRE,"Guidewire Software, Inc. Common Stock"
GWW,"W.W. Grainger, Inc. Common Stock"
GXP,Great Plains Energy Incorporated Common Stock
GXP$B,"Great Plains Energy Inc Depositary Shares, each representing a 1/20th interest in a share of 7.00% Series B Mandatory Convertible Preferred Stock"
GYB,CABCO Series 2004
GYC,Corporate Asset Backed Corp CABCO Corporate Asset Backed Corporation CABCO Series 2004
GZT,Gazit
H,Hyatt Hotels Corporation Class A Common Stock
HAE,Haemonetics Corporation Common Stock
HAL,Halliburton Company Common Stock
HASI,"Hannon Armstrong Sustainable Infrastructure Capital, Inc. Common Stock"
HBI,Hanesbrands Inc. Common Stock
HBM,Hudbay Minerals Inc. Ordinary Shares (Canada)
HBM.W,Hudbay Minerals Inc. Warrants Expiring 07/20/2018 (Canada)
HCA,"HCA Holdings, Inc. Common Stock"
HCI,"HCI Group, Inc. Common Stock"
HCLP,Hi
HCN,Welltower Inc. Common Stock
HCN$I,Welltower Inc. PFD PERPETUAL CONV SER I
HCP,"HCP, Inc. Common Stock"
HD,"Home Depot, Inc. (The) Common Stock"
HDB,HDFC Bank Limited Common Stock
HE,"Hawaiian Electric Industries, Inc. Common Stock"
HE$U,"Hawaiian Electric Industries, Inc. 6.5 % Cum QUIPS"
HEI,Heico Corporation Common Stock
HEI.A,Heico Corporation Common Stock
HEP,"Holly Energy Partners, L.P. Common Stock"
HES,Hess Corporation Common Stock
HES$A,"Hess Corporation Depositary Shares, each representing 1/20th interest in the Company's 8.00% Series A Mandatory Convertible Preferred Stock"
HF,"HFF, Inc. Common Stock, Class A"
HFC,HollyFrontier Corporation Common Stock
HGH,"Hartford Financial Services Group, Inc. (The) 7.875% Fixed to Floating Rate Junior Subordinated Debentures due 2042"
HGT,Hugoton Royalty Trust Common Stock
HGV,Hilton Grand Vacations Inc. Common Stock 
HHC,Howard Hughes Corporation (The) Common Stock
HHS,Harte
HI,Hillenbrand Inc Common Stock
HIFR,"InfraREIT, Inc. Common Stock"
HIG,"Hartford Financial Services Group, Inc. (The) Common Stock"
HIG.W,"Hartford Financial Services Group, Inc. (The) Warrants expiring June 26, 2019"
HII,"Huntington Ingalls Industries, Inc. Common Stock"
HIL,"Hill International, Inc. Common Stock"
HIVE,"Aerohive Networks, Inc. Common Stock"
HIW,"Highwoods Properties, Inc. Common Stock"
HJV,"MS Structured Asset Corp MS Structured Asset Corp. SATURNS J.C. Penney Company, Inc. Debenture Backed Series 2007"
HK,Halcon Resources Corporation Common Stock
HK.W,Halcon Resources Corporation Warrant
HL,Hecla Mining Company Common Stock
HL$B,Hecla Mining Company Preferred Stock
HLF,Herbalife Ltd. Common Stock
HLI,"Houlihan Lokey, Inc. Class A Common Stock"
HLS,HealthSouth Corporation Common Stock
HLT,Hilton Worldwide Holdings Inc. Common Stock 
HLX,"Helix Energy Solutions Group, Inc. Common Stock"
HMC,"Honda Motor Company, Ltd. Common Stock"
HMLP,Hoegh LNG Partners LP Common Units representing Limited Partner Interests
HMN,Horace Mann Educators Corporation Common Stock
HMY,Harmony Gold Mining Company Limited
HNI,HNI Corporation Common Stock
HNP,Huaneng Power Intl Common Stock
HNR,Harvest Natural Resources Inc
HOG,Harley
HOME,At Home Group Inc. Common Stock
HON,Honeywell International Inc. Common Stock
HOS,Hornbeck Offshore Services Common Stock
HOV,"Hovnanian Enterprises, Inc. Class A Common Stock"
HP,"Helmerich & Payne, Inc. Common Stock"
HPE,Hewlett Packard Enterprise Company Common Stock
HPP,"Hudson Pacific Properties, Inc. Common Stock"
HPQ,HP Inc. Common Stock
HQH,Tekla Healthcare Investors Common Stock
HQL,TeklaLife Sciences Investors Common Stock
HR,Healthcare Realty Trust Incorporated Common Stock
HRB,"H&R Block, Inc. Common Stock"
HRC,Hill
HRG,"HRG Group, Inc. Common Stock"
HRI,Herc Holdings Inc. Common Stock 
HRL,Hormel Foods Corporation Common Stock
HRS,Harris Corporation Common Stock
HRTG,"Heritage Insurance Holdings, Inc. Common Stock"
HSBC,"HSBC Holdings, plc. Common Stock"
HSBC$A,"HSBC Holdings, plc. ADR SER A REP 1/40 PFD SER A"
HSC,Harsco Corporation Common Stock
HSEA,"HSBC Holdings, plc. Perpetual Sub Cap Secs"
HSEB,HSBC Holdings plc PERP SUB CAP SECS EXCH PREF SHS SER 2 (United Kingdom)
HST,"Host Hotels & Resorts, Inc. Common Stock"
HSY,The Hershey Company Common Stock
HT,Hersha Hospitality Trust Class A Common Shares of Beneficial Interest
HT$C,Hersha Hospitality Trust 6.875% Series C Cumulative Redeemable Preferred Shares of Beneficial Interest
HT$D,"Hersha Hospitality Trust 6.50% Series D Cumulative Redeemable Preferred Shares of Beneficial Interest, $0.01 par value per share"
HT$E,Hersha Hospitality Trust 6.50% Series E Cumulative Redeemable Preferred Shares of Beneficial Interest
HTA,"Healthcare Trust of America, Inc. Class A Common Stock"
HTF,Horizon Technology Finance Corporation 7.375% Senior Notes due 2019
HTGC,"Hercules Capital, Inc. Common Stock"
HTGX,"Hercules Capital, Inc. 6.25% Notes due 2024"
HTH,Hilltop Holdings Inc.
HTY,John Hancock Tax
HTZ,"Hertz Global Holdings, Inc Common Stock "
HUBB,Hubbell Inc Common Stock
HUBS,"HubSpot, Inc. Common Stock"
HUM,Humana Inc. Common Stock
HUN,Huntsman Corporation Common Stock
HVT,"Haverty Furniture Companies, Inc. Common Stock"
HVT.A,"Haverty Furniture Companies, Inc. Common Stock"
HW,Headwaters Incorporated Common Stock
HXL,Hexcel Corporation Common Stock
HY,Hyster
HYH,"Halyard Health, Inc. Common Stock"
HZN,Horizon Global Corporation Common Shares
HZO,"MarineMax, Inc.  (FL) Common Stock"
I,Intelsat S.A. Common Shares
IAG,Iamgold Corporation Ordinary Shares
IBA,"Industrias Bachoco, S.A.B. de C.V. Common Stock"
IBM,International Business Machines Corporation Common Stock
IBN,ICICI Bank Limited Common Stock
IBP,"Installed Building Products, Inc. Common Stock"
ICB,"MS Income Securities, Inc. Common Stock"
ICD,"Independence Contract Drilling, Inc. Common Stock"
ICE,Intercontinental Exchange Inc. Common Stock
ICL,Israel Chemicals Limited Ordinary Shares
IDA,"IDACORP, Inc. Common Stock"
IDT,IDT Corporation Class B Common Stock
IEX,IDEX Corporation Common Stock
IFF,"Internationa Flavors & Fragrances, Inc. Common Stock"
IGI,Western Asset Investment Grade Defined Opportunity Trust Inc. Common Stock
IGT,International Game Technology Ordinary Shares
IHC,Independence Holding Company Common Stock
IHG,Intercontinental Hotels Group American Depositary Shares (Each representing one Ordinary Share)
IIM,Invesco Value Municipal Income Trust Common Stock
IIPR,"Innovative Industrial Properties, Inc. Common Stock"
IMAX,Imax Corporation Common Stock
INB,"Cohen & Steers Global Income Builder, Inc. Common Shares of Beneficial Interest"
INFY,Infosys Limited American Depositary Shares
ING,"ING Group, N.V. Common Stock"
INGR,Ingredion Incorporated Common Stock
INN,"Summit Hotel Properties, Inc. Common Stock"
INN$B,"Summit Hotel Properties, Inc. Pfd Ser B"
INN$C,"Summit Hotel Properties, Inc. 7.125% Series C Cumulative Redeemable Preferred Stock"
INN$D,"Summit Hotel Properties, Inc. 6.45% Series D Cumulative Redeemable Preferred Stock"
INST,"Instructure, Inc. Common Stock"
INSW,"International Seaways, Inc. Common Stock "
INT,World Fuel Services Corporation Common Stock
INVH,Invitation Homes Inc. Common Stock
INVN,"InvenSense, Inc. Common Stock"
INXN,InterXion Holding N.V. Ordinary Shares (0.01 nominal value)
IO,Ion Geophysical Corporation Common Stock
IP,International Paper Company Common Stock
IPG,"Interpublic Group of Companies, Inc. (The) Common Stock"
IPHI,Inphi Corporation Common Stock $0.001 par value
IPI,"Intrepid Potash, Inc Common Stock"
IPL$D,Interstate Power & Light Company Perp Prd Ser D
IQI,Invesco Quality Municipal Income Trust Common Stock
IR,Ingersoll
IRET,Investors Real Estate Trust Shares of Beneficial Interest
IRET$B,Investors Real Estate Trust 7.95% Series B Cumulative Redeemable Preferred Shares
IRM,Iron Mountain Incorporated (Delaware)Common Stock REIT
IRS,IRSA Inversiones Y Representaciones S.A. Common Stock
ISF,"ING Group, N.V. Perp Hybrid Cap Secs (Netherlands)"
ISG,"ING Group, N.V. Perpetual Dent Secs 6.125%"
ISP,ING Groep NV 6.20% Perpetual Debt Securities (Netherlands)
IT,"Gartner, Inc. Common Stock"
ITCB,"Itau CorpBanca American Depositary Shares (each representing 1,500 shares of Common Stock, no par value)"
ITG,"Investment Technology Group, Inc. Common Stock"
ITGR,Integer Holdings Corporation Common Stock
ITT,ITT Inc. Common Stock 
ITUB,Itau Unibanco Banco Holding SA American Depositary Shares (Each repstg 500 Preferred shares)
ITW,Illinois Tool Works Inc. Common Stock
IVC,Invacare Corporation Common Stock
IVR,INVESCO MORTGAGE CAPITAL INC Common Stock
IVR$A,Invesco Mortgage Capital Inc. Pfd Ser A
IVR$B,Invesco Mortgage Capital Inc. Preferred Series B Cum Fxd to Fltg
IVZ,Invesco Ltd Common Stock
IX,Orix Corp Ads Common Stock
JAG,Jagged Peak Energy Inc. Common Stock
JAX,"J. Alexander's Holdings, Inc. Common Stock"
JBK,Lehman ABS 3.50 3.50% Adjustable Corp Backed Tr Certs GS Cap I
JBL,"Jabil Circuit, Inc. Common Stock"
JBN,"Select Asset Inc. Select Asset Inc. on behalf of Corporate Backed Callable Trust Certificates, J.C. Penney Debenture Backed Series 2007"
JBR,"Select Asset Inc. Corporate Backed Callable Trust Certificates, J.C. Penney Debenture"
JBT,John Bean Technologies Corporation Common Stock
JCAP,"Jernigan Capital, Inc. Common Stock"
JCI,Johnson Controls International plc Ordinary Share
JCP,"J.C. Penney Company, Inc. Holding Company Common Stock"
JE,"Just Energy Group, Inc. Ordinary Shares (Canada)"
JE$A,"Just Energy Group, Inc. 8.50% Series A Fixed"
JEC,Jacobs Engineering Group Inc. Common Stock
JELD,JELD
JHI,John Hancock Investors Trust Common Stock
JHS,John Hancock Income Securities Trust Common Stock
JHX,James Hardie Industries plc American Depositary Shares (Ireland)
JILL,"J. Jill, Inc. Common Stock"
JKS,JinkoSolar Holding Company Limited American Depositary Shares (each representing 4 Common Shares)
JLL,Jones Lang LaSalle Incorporated Common Stock
JMEI,"Jumei International Holding Limited American Depositary Shares, each representing one Class A ordinary share"
JMM,Nuveen Multi
JMP,JMP Group LLC Common Shares
JMPB,JMP Group Inc 8.00% Senior Notes due 2023
JMPC,JMP Group Inc 7.25% Senior Notes due 2021
JNJ,Johnson & Johnson Common Stock
JNPR,"Juniper Networks, Inc. Common Stock"
JNS,"Janus Capital Group, Inc. Cmn Stk"
JOE,St. Joe Company (The) Common Stock
JONE,"Jones Energy, Inc. Class A Common Stock"
JOY,Joy Global Inc. Common Stock
JP,"Jupai Holdings Limited American Depositary Shares, each representing six ordinary shares"
JPM,JP Morgan Chase & Co. Common Stock
JPM$A,J P Morgan Chase & Co Depositary Shs Repstg 1/400 Pfd Ser P
JPM$B,JP Morgan Chase & Co Depositary Shares Representing 1/400th Preferred Series T
JPM$D,JPMorgan Chase Bank N A London Branch Depositary Shs Repstg 1/400th Pfd Ser O
JPM$E,J P Morgan Chase & Co Depository Shares Representing 1/400th Int Perp Pfd Ser W
JPM$F,"J P Morgan Chase & Co Depositary Shares, each representing 1/400th interest in a share of 6.125% Non"
JPM$G,"J P Morgan Chase & Co Depositary Shares, each representing a 1/400th interest in a share of 6.10% Non"
JPM$H,"J P Morgan Chase & Co Depositary Shares, each representing a 1/400th interest in a share of 6.15% Non"
JPM.W,"J P Morgan Chase & Co Warrant expiring October 28, 2018"
JTA,Nuveen Tax
JTD,Nuveen Tax
JW.A,"John Wiley & Sons, Inc. Common Stock"
JW.B,"John Wiley & Sons, Inc. Common Stock"
JWN,"Nordstrom, Inc. Common Stock"
K,Kellogg Company Common Stock
KAI,Kadant Inc Common Stock
KAMN,Kaman Corporation Common Stock
KAP,"KCAP Financial, Inc. 7.375% Senior Notes due 2019"
KAR,"KAR Auction Services, Inc Common Stock"
KATE,Kate Spade & Company Common Stock
KB,KB Financial Group Inc
KBH,KB Home Common Stock
KBR,"KBR, Inc. Common Stock"
KCG,"KCG Holdings, Inc. Class A Common Stock"
KDMN,"Kadmon Holdings, Inc. Common Stock"
KED,Kayne Anderson Energy Development Company Common Stock
KEG,"Key Energy Services, Inc. Common Stock"
KEM,Kemet Corporation New Common Stock
KEN,Kenon Holdings Ltd. Ordinary Shares
KEP,Korea Electric Power Corporation Common Stock
KEX,Kirby Corporation Common Stock
KEY,KeyCorp Common Stock
KEY$I,KeyCorp Depositary Shares Each Representing a 1/40th Ownership Interest in a Share of Fixed
KEYS,Keysight Technologies Inc. Common Stock
KFI,KKR Financial Holdings LLC 7.50% Senior Notes due 2042
KFN$,KKR Financial Holdings LLC Pfd Ser A Llc
KFS,"Kingsway Financial Services, Inc. Ordinary Shares"
KFY,Korn/Ferry International Common Stock
KGC,Kinross Gold Corporation Common Stock
KIM,Kimco Realty Corporation Common Stock
KIM$I,Kimco Realty Corporation DEPOSITARY SH REPSTG 1/1000TH PFD SER I
KIM$J,Kimco Realty Corporation Depositary Sh Repstg 1/1000th Pfd CL J %
KIM$K,Kimco Realty Corporation Depositary Shares Representing 1/1000th Preferred Series K
KKR,KKR & Co. L.P. Common Units Representing Limited Partnership Interest
KKR$A,KKR & Co. L.P. 6.75% Series A Preferred Units
KKR$B,KKR & Co. L.P. 6.50% Series B Preferred Unit
KMB,Kimberly
KMG,"KMG Chemicals, Inc. Common Stock"
KMI,"Kinder Morgan, Inc. Common Stock"
KMI$A,"Kinder Morgan, Inc. Depositary Shares, each representing a 1/20th interest in a share of 9.75% Series A Mandatory Convertible Preferred Stock"
KMI.W,"Kinder Morgan, Inc. Warrants Expiring 2017"
KMM,Deutsche  Multi
KMPA,Kemper Corporation 7.375% Subordinated Debentures due 2054
KMPR,Kemper Corporation
KMT,Kennametal Inc. Common Stock
KMX,CarMax Inc
KN,Knowles Corporation Common Stock
KND,"Kindred Healthcare, Inc. Common Stock"
KNL,"Knoll, Inc. Common Stock"
KNOP,KNOT Offshore Partners LP Common Units representing Limited Partner Interests
KNX,"Knight Transportation, Inc. Common Stock"
KO,Coca
KODK,Eastman Kodak Company Common New
KODK.A,Eastman Kodak Company Wt Exp 135%
KODK.W,"Eastman Kodak Company Warrant (Expiring September 3, 2018)"
KOF,Coca Cola Femsa S.A.B. de C.V.  Common Stock
KOP,Koppers Holdings Inc. Koppers Holdings Inc. Common Stock
KORS,Michael Kors Holdings Limited Ordinary Shares
KOS,Kosmos Energy Ltd. Common Shares
KR,Kroger Company (The) Common Stock
KRA,Kraton Corporation Common Stock
KRC,Kilroy Realty Corporation Common Stock
KRC$H,Kilroy Realty Corporation Pfd Ser H
KRG,Kite Realty Group Trust Common Stock
KRO,Kronos Worldwide Inc Common Stock
KRP,Kimbell Royalty Partners Common Units Representing Limited Partner Interests
KS,KapStone Paper and Packaging Corporation Common Stock
KSM,Deutsche Strategic Municiple Income Trust Common Shares of Beneficial Interest
KSS,Kohl's Corporation Common Stock
KST,Deutsche Strategic Income Trust Shares of Beneficial Interest
KSU,Kansas City Southern Common Stock
KSU$,Kansas City Southern Preferred Stock
KT,KT Corporation Common Stock
KTF,Deutsche Municiple Income Trust Common Shares
KTH,Structures Products Cp 8% CorTS Issued by Peco Energy Cap Tr II Preferred Stock
KTN,Structured Products Corp 8.205% CorTS 8.205% Corporate Backed Trust Securities (CorTS)
KTP,Corts 7.625 Pfd Common Stock
KW,Kennedy
KWN,Kennedy
KWR,Quaker Chemical Corporation Common Stock
KYN,Kayne Anderson MLP Investment Company Common Stock
KYN$F,Kayne Anderson MLP Investment Company 3.50% Series F Mandatory Redeemable Preferred Shares $25.00 Liquidation Preference per share
KYO,Kyocera Corporation Common Stock
L,Loews Corporation Common Stock
LAD,"Lithia Motors, Inc. Common Stock"
LADR,Ladder Capital Corp Class A Common Stock
LAZ,"Lazard LTD. Lazard, LTD. Class A Common Stock"
LB,"L Brands, Inc."
LC,LendingClub Corporation Common Stock
LCI,Lannett Co Inc Common Stock
LCII,LCI Industries
LDL,"Lydall, Inc. Common Stock"
LDOS,"Leidos Holdings, Inc. Common Stock"
LDR,"Landauer, Inc. Common Stock"
LEA,Lear Corporation Common Stock
LEE,"Lee Enterprises, Incorporated Common Stock"
LEG,"Leggett & Platt, Incorporated Common Stock"
LEJU,"Leju Holdings Limited American Depositary Shares, each representing one Ordinary share"
LEN,Lennar Corporation Class A Common Stock
LEN.B,Lennar Corporation Class B
LEO,"Dreyfus Strategic Municipals, Inc. Common Stock"
LFC,China Life Insurance Company Limited American Depositary Shares
LFGR,Leaf Group Ltd. Common Stock
LFL,LATAM Airlines Group S.A.
LGF.A,Lions Gate Entertainment Corporation Class A Voting Shares
LGF.B,Lions Gate Entertainment Corporation Class B Non
LH,Laboratory Corporation of America Holdings Common Stock
LHO,LaSalle Hotel Properties Common Stock
LHO$H,LaSalle Hotel Properties 7.50% Series H Cumulative Redeemable Preferred Shares of Beneficial Interest
LHO$I,LaSalle Hotel Properties 6.375% Series I Cumulative Redeemable Redeemable Preferred SBI
